Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging),Enrollment_Status__c
a02f400000iSnFVAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,67.0,W
a02f4000006n6fmAAA,2014-09-02,2015-05-15,2019-11-18,Transferred out,Bachelor's,NSC,,,3763.0,Q
a02f4000006n6flAAA,2015-08-25,2018-05-17,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,3762.0,W
a02f400000KbGcfAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3761.0,H
a02f4000006n7LnAAI,2017-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3516.0,W
a02f400000iSnHEAA0,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2261.0,L
a02f4000006n75fAAA,2017-08-28,2017-12-16,2019-11-18,Transferred out,Bachelor's,NSC,,,3643.0,
a02f400000Bli00AAB,2018-01-08,2018-03-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3641.0,
a02f400000iSn8pAAC,2020-06-29,2020-09-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,3642.0,H
a02f4000006n6oHAAQ,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,309.0,L
a02f400000iSn8xAAC,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,308.0,F
a02f400000KbGY7AAN,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,307.0,F
a02f400000Bli8QAAR,2018-07-02,2018-09-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,306.0,Q
a02f4000006n72XAAQ,2017-06-19,2017-07-13,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2244.0,
a02f4000006n72WAAQ,2015-01-22,2016-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2243.0,
a02f400000BlhwxAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3552.0,L
a02f400000KbGZqAAN,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2442.0,Q
a02f400000iSn9wAAC,2020-08-31,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2504.0,F
a02f400000G1i5qAAB,2019-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2503.0,Q
a02f4000006n7BJAAY,2015-08-17,2018-05-22,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2502.0,F
a02f400000KbGd1AAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2526.0,Q
a02f400000KbGadAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3155.0,F
a02f400000iSnHOAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,900.0,Q
a02f4000006n6r3AAA,2016-09-21,2020-04-16,2019-11-18,Transferred out,Bachelor's,NSC,,,3606.0,
a02f4000006n6r4AAA,2016-08-20,2016-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3605.0,L
a02f400000KZCIAAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3604.0,H
a02f400000G1i5eAAB,2019-01-07,2019-03-29,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,872.0,
a02f400000KbGaTAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1630.0,L
a02f4000006n6qeAAA,2016-08-24,2017-05-16,2019-11-18,Transferred out,Bachelor's,NSC,,,754.0,F
a02f400000Bli8mAAB,2018-09-04,2018-12-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,755.0,F
a02f400000PaNP4AAN,2020-01-06,,2019-11-18,Attending,Bachelor's,NSC,,,1391.0,F
a02f4000006n6vvAAA,2015-08-17,2017-05-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1389.0,H
a02f4000006n6vuAAA,2017-08-21,2019-05-02,2019-11-18,Withdrew,Bachelor's,NSC,,,1390.0,Q
a02f400000G1i4yAAB,2019-01-28,2019-04-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2848.0,
a02f400000iSnF9AAK,2020-08-17,,2019-11-18,Attending,Bachelor's,NSC,,,2091.0,L
a02f400000Bli1KAAR,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,2460.0,
a02f400000G1i6TAAR,2019-01-19,2019-05-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2459.0,F
a02f400000G1i52AAB,2019-01-28,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1994.0,
a02f4000006n7AoAAI,2017-01-23,2017-09-10,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1993.0,F
a02f4000006n7ApAAI,2016-08-24,2016-12-14,2019-11-18,Transferred out,Bachelor's,NSC,,,1992.0,F
a02f4000006n6hpAAA,2015-09-28,2017-06-30,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE OF OCCUPATIONAL STUDIES,LE CORDON BLEU CULINARY ARTS,2072.0,F
a02f4000006n6hqAAA,2014-09-15,2015-06-13,2019-11-18,Transferred out,Bachelor's,NSC,,,2071.0,F
a02f400000KZCJ1AAP,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,437.0,F
a02f400000Bli2PAAR,2018-04-09,2018-06-29,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,COMMUNICATION STUDIES,436.0,F
a02f4000006n6wyAAA,2015-09-21,2018-03-30,2019-11-18,Graduated,Certificate,NSC,CERTIF OF ACHIEV 18-23 UNITS,COMMUNICATION STUDIES,435.0,F
a02f400000Bli2OAAR,2018-08-25,2020-05-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATIONS (PUBLIC RELATIONS),434.0,Q
a02f400000Bli2QAAR,2017-09-25,2017-10-02,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,433.0,Q
a02f400000iSnDIAA0,2020-06-29,,2019-11-18,Attending,Bachelor's,NSC,,,2094.0,F
a02f400000KbGbwAAF,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,2093.0,L
a02f400000iSnBsAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4192.0,F
a02f4000006n6mxAAA,2017-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,198.0,F
a02f400000KbGdJAAV,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,180.0,
a02f400000KbGjbAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4138.0,W
a02f400000G1i6GAAR,2019-01-14,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4139.0,Q
a02f400000PaNNQAA3,2020-02-03,,2019-11-18,Attending,Bachelor's,NSC,,,1240.0,W
a02f4000006n779AAA,2014-08-25,2018-05-05,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,PROF FLIGHT TECHNOLOGY,1239.0,
a02f400000KbGYXAA3,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3122.0,F
a02f400000iSnHKAA0,2020-06-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3121.0,H
a02f400000BlhylAAB,2018-08-20,2019-05-17,2019-11-18,Transferred out,Bachelor's,NSC,,,3123.0,
a02f400000iSnEbAAK,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,382.0,
a02f4000006n7GkAAI,2015-09-23,2019-09-13,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BIOCHEM & MOLECULAR BIOLOGY,131.0,F
a02f4000006n78CAAQ,2014-09-02,2017-02-15,2019-11-18,Withdrew,Bachelor's,NSC,,,520.0,L
a02f4000006n78DAAQ,2017-08-28,2019-05-10,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF FINE ARTS,NEW GENRES,519.0,F
a02f400000BlhyQAAR,2018-06-11,2018-07-19,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3901.0,H
a02f4000006n6zQAAQ,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,3900.0,Q
a02f400000Bli1IAAR,2018-08-18,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3580.0,L
a02f4000006n7J8AAI,2016-09-21,2016-12-09,2019-11-18,Transferred out,Bachelor's,NSC,,,373.0,L
a02f400000KbGeQAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,371.0,F
a02f4000006n7JBAAY,2017-06-13,2017-08-03,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,370.0,F
a02f4000006n7JAAAY,2017-01-17,2017-05-26,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,ENGLISH:,369.0,W
a02f4000006n7J9AAI,2014-08-18,2016-05-27,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,368.0,
a02f4000006n7J7AAI,2017-08-23,2020-05-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENGLISH,372.0,Q
a02f4000006n7PTAAY,2015-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1000.0,F
a02f400000EtfnyAAB,2019-01-14,,2019-11-18,Attending,Associate's,NSC,,,1404.0,L
a02f400000KbGdbAAF,2018-08-15,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1405.0,L
a02f400000KbGd2AAF,2019-09-30,2020-01-07,2019-11-18,Withdrew,Bachelor's,NSC,,,2487.0,W
a02f4000006n6hWAAQ,2013-08-29,2017-05-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE,1310.0,F
a02f4000006n6q7AAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,974.0,L
a02f4000006n7K6AAI,2014-08-18,2014-12-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3314.0,
a02f4000006n7K5AAI,2016-09-26,2017-06-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3313.0,L
a02f400000KbGawAAF,2019-08-15,2020-08-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,3591.0,F
a02f400000KbGjSAAV,2019-09-30,,2019-11-18,Attending,Bachelor's,NSC,,,3903.0,H
a02f400000iSnCyAAK,2020-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3902.0,L
a02f4000006n70NAAQ,2013-09-03,2017-06-03,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,VISUAL ARTS,3880.0,Q
a02f400000iSnGnAAK,2020-04-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3858.0,F
a02f400000iSnGmAAK,2020-03-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3857.0,F
a02f400000iSnGlAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3855.0,F
a02f400000Bli8AAAR,2017-08-16,2018-05-25,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3854.0,F
a02f400000Bli89AAB,2018-06-12,2019-05-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3856.0,F
a02f400000PaNPxAAN,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,8.0,Q
a02f400000Bli49AAB,2018-07-02,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,6.0,F
a02f400000iSnAdAAK,2020-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,5.0,Q
a02f4000006n74IAAQ,2017-09-25,2018-03-30,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4.0,F
a02f400000iSnAcAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3.0,Q
a02f400000G1i5tAAB,2019-01-14,2019-05-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,7.0,Q
a02f400000Bli48AAB,2018-06-11,2018-08-02,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2.0,W
a02f400000KZCHMAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4183.0,H
a02f400000Bli2xAAB,2018-08-27,2018-12-17,2019-11-18,Withdrew,Bachelor's,NSC,,,4182.0,L
a02f4000006n6xyAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,823.0,H
a02f400000Bli9JAAR,2018-01-16,2018-02-19,2019-11-18,Withdrew,Bachelor's,NSC,,,2183.0,F
a02f4000006n6ewAAA,2017-01-17,2017-02-20,2019-11-18,Withdrew,Bachelor's,NSC,,,2182.0,
a02f4000006n6exAAA,2015-08-20,2015-12-08,2019-11-18,Withdrew,Bachelor's,NSC,,,2181.0,F
a02f400000PaNOLAA3,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4208.0,Q
a02f400000Bli9DAAR,2018-09-24,2019-06-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4207.0,W
a02f400000KbGabAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,1487.0,W
a02f4000006n77CAAQ,2017-08-23,2018-05-14,2019-11-18,Withdrew,Bachelor's,NSC,,,2312.0,F
a02f400000iSnBIAA0,2020-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1733.0,
a02f400000iSnCdAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2070.0,F
a02f400000KbGfXAAV,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1618.0,L
a02f400000KZCHRAA5,2019-05-27,2019-06-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3368.0,F
a02f400000Bli0UAAR,2018-07-02,2018-07-31,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4134.0,W
a02f4000006n7A5AAI,2017-09-07,,2019-11-18,Attending,Bachelor's,NSC,,,4132.0,F
a02f400000Bli0TAAR,2018-01-08,2019-03-29,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4133.0,F
a02f4000006n7FLAAY,2015-08-17,2019-05-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2940.0,Q
a02f400000iSnEqAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1117.0,H
a02f4000006n72kAAA,2013-09-01,2018-05-05,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS: ACCOUNTING,902.0,F
a02f4000006n6fqAAA,2017-09-20,,2019-11-18,Attending,Bachelor's,NSC,,,589.0,W
a02f4000006n7A2AAI,2016-08-29,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,179.0,Q
a02f400000iSnAKAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,277.0,Q
a02f400000KbGg4AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,4191.0,F
a02f400000KbGg5AAF,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4190.0,F
a02f400000Bli23AAB,2018-04-09,2018-10-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4144.0,L
a02f4000006n719AAA,2015-09-21,2017-09-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4143.0,Q
a02f400000PaNOtAAN,2020-01-13,,2019-11-18,Attending,Bachelor's,NSC,,,4142.0,H
a02f400000Bli22AAB,2017-09-25,2018-06-29,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4140.0,
a02f400000KZCHBAA5,2019-04-08,2019-06-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4141.0,F
a02f400000iSn9RAAS,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,262.0,F
a02f400000KbGdyAAF,2019-09-30,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4038.0,H
a02f400000KbGdzAAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,4037.0,
a02f400000iSnAtAAK,2020-08-17,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3377.0,F
a02f400000KbGgRAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3376.0,F
a02f400000PaNODAA3,2020-01-06,,2019-11-18,Attending,Bachelor's,NSC,,,92.0,
a02f400000Bli5IAAR,2018-09-24,2019-06-15,2019-11-18,Withdrew,Bachelor's,NSC,,,91.0,Q
a02f400000iSnE3AAK,2020-06-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3657.0,F
a02f400000KZCIDAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3656.0,
a02f400000Bli4cAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3655.0,Q
a02f400000PaNOkAAN,2020-03-30,,2019-11-18,Attending,Bachelor's,NSC,,,3105.0,L
a02f400000KbGb0AAF,2019-09-05,,2019-11-18,Attending,Bachelor's,NSC,,,3104.0,F
a02f400000KbGYBAA3,2019-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,3885.0,F
a02f4000006n72FAAQ,2015-08-20,2016-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,3995.0,L
a02f4000006n74rAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,14.0,
a02f400000Bli9MAAR,2018-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1883.0,W
a02f400000PaNR4AAN,2020-01-13,2020-04-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1882.0,
a02f400000Bli8bAAB,2018-09-13,,2019-11-18,Attending,Bachelor's,NSC,,,634.0,
a02f4000006n7AZAAY,2014-09-02,2018-05-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY WITH HONORS,3336.0,Q
a02f4000006n7A7AAI,2017-08-16,,2019-11-18,Attending,Bachelor's,NSC,,,1927.0,L
a02f400000KbGYTAA3,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2662.0,F
a02f400000Blhz1AAB,2018-09-22,2019-10-02,2019-11-18,Withdrew,Bachelor's,NSC,,,3119.0,L
a02f400000KbGdQAAV,2019-08-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2778.0,W
a02f400000Bli5sAAB,2018-08-27,2019-03-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2777.0,Q
a02f400000Bli5tAAB,2018-01-08,2018-03-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2776.0,Q
a02f400000KbGYeAAN,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3397.0,L
a02f4000006n7IHAAY,2017-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,2794.0,W
a02f400000KZCJ7AAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2793.0,Q
a02f400000iSnG8AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2792.0,W
a02f400000BlhzUAAR,2018-06-11,2018-07-26,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2791.0,L
a02f400000KbGhNAAV,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,1099.0,F
a02f400000iSnC9AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1098.0,L
a02f400000iSnGRAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3674.0,W
a02f4000006n7KPAAY,2017-01-28,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3103.0,H
a02f4000006n7KQAAY,2015-08-21,2016-09-14,2019-11-18,Withdrew,Bachelor's,NSC,,,3102.0,F
a02f400000KbGfSAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3514.0,L
a02f4000006n73aAAA,2016-09-26,2019-06-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3515.0,H
a02f4000006n6jdAAA,2013-09-04,2018-05-04,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES,4198.0,L
a02f400000iSnDrAAK,2020-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,3968.0,F
a02f400000Bli4EAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,796.0,Q
a02f400000KbGiTAAV,2019-09-05,,2019-11-18,Attending,Bachelor's,NSC,,,2656.0,L
a02f400000KbGhFAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2879.0,F
a02f4000006n6twAAA,2016-09-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,914.0,F
a02f400000iSnDQAA0,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,243.0,H
a02f400000Bli02AAB,2018-08-21,2019-04-25,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,244.0,Q
a02f400000KbGgdAAF,2019-09-25,2020-04-10,2019-11-18,Withdrew,Bachelor's,NSC,,,4213.0,L
a02f400000PaNQoAAN,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3561.0,F
a02f400000KbGZ6AAN,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3560.0,
a02f400000KbGj5AAF,2019-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,3046.0,F
a02f400000BlhxDAAR,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,1508.0,
a02f400000iSnCiAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4178.0,F
a02f400000Bli0xAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,4177.0,L
a02f400000iSnDPAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2972.0,
a02f400000KbGfMAAV,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3085.0,
a02f400000KbGgZAAV,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,607.0,
a02f400000KbGgaAAF,2018-04-09,2018-04-21,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,606.0,W
a02f400000Etg17AAB,2017-09-07,,2019-11-18,Attending,Bachelor's,NSC,,,605.0,Q
a02f400000KbGhgAAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2249.0,Q
a02f400000KbGdUAAV,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3037.0,F
a02f400000EtAIXAA3,2016-09-06,2020-05-08,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF FINE ARTS,INDIVIDUALIZED,4040.0,F
a02f4000006n6nLAAQ,2014-10-02,2018-06-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS-MATHEMATICS,1238.0,Q
a02f4000006n6j6AAA,2015-08-17,2016-05-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,953.0,Q
a02f400000Bli2tAAB,2018-09-24,,2019-11-18,Attending,Bachelor's,NSC,,,3152.0,F
a02f400000KZCJWAA5,2019-05-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3151.0,
a02f400000BlhzAAAR,2015-08-19,2017-12-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL ECONOMY BA,3311.0,H
a02f400000Bli7QAAR,2017-08-26,2017-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1140.0,Q
a02f400000iSnDfAAK,2020-05-11,,2019-11-18,Attending,Bachelor's,NSC,,,2966.0,W
a02f4000006n7MOAAY,2017-08-21,2020-05-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,LIBERAL STUDIES-ELEMENTARY ED,2965.0,W
a02f4000006n7MPAAY,2015-09-09,2017-05-08,2019-11-18,Transferred out,Bachelor's,NSC,,,2964.0,H
a02f400000KZCHnAAP,2019-06-03,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2963.0,L
a02f400000Bli6BAAR,2018-01-08,2018-03-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3860.0,H
a02f4000006n6w2AAA,2016-09-26,2016-11-18,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3859.0,L
a02f400000KbGgpAAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1181.0,W
a02f400000EtfzBAAR,2017-09-28,2020-03-21,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,PSYCHOLOGY/DEVELOPMENTAL PSYCH,2279.0,H
a02f400000iSnGhAAK,2020-05-26,,2019-11-18,Attending,Bachelor's,NSC,,,2278.0,H
a02f400000KbGepAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1875.0,H
a02f400000iSnDlAAK,2020-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3270.0,
a02f4000006n7ILAAY,2016-06-27,2019-12-13,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,COMMUNICATION STUDIES-TRANSFER,3269.0,Q
a02f4000006n6m6AAA,2017-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,691.0,
a02f400000G1i6sAAB,2019-01-07,2019-05-02,2019-11-18,Withdrew,Bachelor's,NSC,,,1753.0,L
a02f400000G1i6qAAB,2019-01-07,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1423.0,
a02f400000Bli8IAAR,2018-08-27,2018-12-14,2019-11-18,Transferred out,Bachelor's,NSC,,,1424.0,Q
a02f4000006n7GNAAY,2015-08-20,2020-05-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,2365.0,
a02f4000006n7GMAAY,2016-06-20,2016-07-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2364.0,L
a02f400000BlhxNAAR,2018-06-04,2019-06-27,2019-11-18,Transferred out,Bachelor's,NSC,,,3721.0,F
a02f400000KbGjUAAV,2019-08-26,2019-10-21,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3720.0,Q
a02f4000006n7EMAAY,2016-09-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,965.0,Q
a02f4000006n7ELAAY,2015-08-31,2015-11-19,2019-11-18,Withdrew,Bachelor's,NSC,,,964.0,
a02f4000006n6qqAAA,2016-06-06,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,196.0,H
a02f4000006n6qpAAA,2016-01-22,2016-05-27,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,195.0,L
a02f4000006n6qrAAA,2015-08-21,2016-01-04,2019-11-18,Transferred out,Bachelor's,NSC,,,194.0,F
a02f400000Blhx2AAB,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,1660.0,H
a02f4000006n78yAAA,2015-01-22,2017-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1589.0,Q
a02f4000006n78zAAA,2017-06-13,2017-08-03,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1587.0,H
a02f4000006n78xAAA,2014-09-27,2015-01-21,2019-11-18,Transferred out,Bachelor's,NSC,,,1586.0,L
a02f400000Blhz4AAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1585.0,H
